id,name,disposition,period,duration,depth,prad,teq
50379036,TOI-4350.01,1,4.8759656,3.3372737,154.830677,1.4450569,1168.2220295
358253047,TOI-4351.01,1,20.1459438,4.4706494,575.5886941,2.4401617,588.5264649
237332812,TOI-4352.01,1,11.8918633,4.78248,362.6899452,1.692303,695.1290314
176797879,TOI-4353.01,1,718.1809317,2.9233151,973.6269156,1.3653089,206.6824792
332715376,TOI-4354.01,1,10.6306165,1.8847446,775.4826057,2.7943472,806.8992976
260655847,TOI-4355.01,1,,12.2281537,186.2920833,3.0678483,290.577919
149389419,TOI-4356.01,1,579.6472035,4.0952456,564.4270183,4.054669,306.4736219
300011941,TOI-4357.01,0,1.8141215,4.6006154,129.4041201,1.3180464,1578.8585471
273418421,TOI-4358.01,1,97.6087634,5.5654641,658.8471408,2.3777411,347.8145617
133505138,TOI-4359.01,0,2.4360845,2.495,350.0,2.46916,1749.0
44745077,TOI-436.01,0,1.8756,0.989,5666.3,,642.971466
52307802,TOI-4360.01,1,3.0749507,1.2179384,1979.2841401,1.6050039,481.4467281
334632624,TOI-4361.01,1,741.4238314,5.2389454,503.5494079,2.776093,225.5133746
238164799,TOI-4362.01,1,7.5480709,4.9550247,239.8900935,2.6024598,1271.9314814
325682877,TOI-4363.01,1,2.118659,1.5585526,664.8120556,1.8325534,884.7099373
4070275,TOI-4364.01,1,5.4240691,1.6875037,1766.8589296,2.093707,487.360439
413343957,TOI-4365.01,1,3.3784364,2.165,1232.0,5.0917,1483.0
297361900,TOI-4366.01,1,2.6374449,1.661,495.0,4.35478,1123.0
313675203,TOI-4367.01,1,2.5025812,2.771,807.0,4.90076,2671.0
314724818,TOI-4368.01,0,4.4518604,2.8339358,3558.2211894,34.0312942,3265.5835844
278862750,TOI-4369.01,1,13.576858,4.628,263.0,3.5804,1090.0
32499655,TOI-437.01,1,2.7439029,1.503168,13852.3979585,11.9292388,1067.0824537
335040423,TOI-4370.01,1,2.5610662,4.338,170.0,2.3454,2074.0
450649506,TOI-4371.01,1,1.0604139,2.084,1050.0,4.5487,2239.0
401980624,TOI-4372.01,1,3.2751914,2.439,827.0,2.81574,
315350812,TOI-4373.01,1,5.9422824,1.911,1160.0,5.90656,1165.0
308191940,TOI-4374.01,1,13.2689495,2.8,770.0,7.74981,1186.0
343708863,TOI-4375.01,0,5.9685742,2.059,340.0,6.64236,1582.0
250306572,TOI-4376.01,1,1.6089592,2.58,320.0,4.49321,2347.0
394918211,TOI-4377.01,1,4.3780194,8.4203321,1604.3825129,14.3632742,1162.0764027
394721720,TOI-4378.01,1,1.0690665,1.4807714,2898.6037459,9.4235411,1922.9650992
97766057,TOI-4379.01,1,3.2535266,5.1881112,6160.5328004,16.5212632,1869.3790626
468880077,TOI-438.01,1,5.8123508,2.200213,957.5741671,2.8132678,831.7839537
169958952,TOI-4380.01,1,1.3290008,1.7795322,2087.9113778,,1657.8058809
305767364,TOI-4381.01,1,1.4974223,2.2238426,39324.5082012,16.7115651,1375.7109888
32460142,TOI-4382.01,1,10.6895417,3.6496675,643.3958437,3.7848,1044.7493296
384744828,TOI-4383.01,0,3.0421334,1.5964685,2054.3050277,16.8899988,2109.0001921
259230140,TOI-4384.01,1,14.3171998,5.454,1649.0,6.37558,1326.0
22186226,TOI-4385.01,1,9.2172172,7.3550279,2470.4394385,14.1810894,1602.074328
350575997,TOI-4386.01,1,2.0134389,1.211,821.0,5.85423,1657.0
33350443,TOI-4387.01,1,3.562038,6.1241184,4495.4158742,16.7501675,2106.5845241
313554509,TOI-4388.01,1,4.4742339,2.7863202,3061.515714,5.7449202,1041.2520477
41387532,TOI-4389.01,1,11.4041935,1.7478969,2216.7191401,18.1901191,1456.8558039
13021029,TOI-439.01,1,3.85589,3.9555399,9747.6035597,14.5222913,1455.975026
369345064,TOI-4390.01,1,4.3954444,1.602,1622.0,,927.0
66620917,TOI-4391.01,1,5.2910096,4.122,1670.0,,
429791387,TOI-4392.01,1,3.9693722,2.005,570.0,6.3435,1600.0
107440797,TOI-4393.01,1,2.2676081,1.671,880.0,6.4197,1344.0
341805908,TOI-4394.01,0,1.491916,2.3336552,1474.3347879,26.399811,4861.4979242
218483943,TOI-4395.01,1,3.7590079,3.304,869.0,7.61924,2089.0
379723086,TOI-4396.01,0,7.4398211,3.068,1362.0,5.48138,1272.0
107728509,TOI-4397.01,0,2.6646183,4.135,840.0,4.25649,3750.0
214243287,TOI-4398.01,1,5.7525195,3.718,8852.0,,
464646604,TOI-4399.01,1,7.7121208,2.4343481,728.4849109,3.004038,981.4576128
143350972,TOI-440.01,0,1.0817,1.588,341.533,2.07554,1796.6880123
231630147,TOI-4400.01,1,7.0642486,3.6816469,11469.7564374,19.7963184,1190.1619021
178170828,TOI-4401.01,1,0.450264,1.1871566,331.3974583,1.7032799,2118.717907
197807778,TOI-4402.01,1,3.6989939,3.1680872,198.9402668,1.6399568,1262.4182224
350931281,TOI-4403.01,1,4.4620528,4.3381703,289.9548667,3.0395927,1456.0031408
342314656,TOI-4404.01,1,39.6251926,2.0275642,4527.8284055,17.70843,673.1703229
177254988,TOI-4405.01,1,5.9214231,2.2680522,1221.9430373,2.8781652,671.8651016
177254988,TOI-4405.02,1,1.0929203,1.5258481,377.4316425,1.3599954,1180.0342431
206541859,TOI-4406.01,1,30.083503,3.9858103,5439.2108279,12.1275255,703.8608065
207238953,TOI-4407.01,1,7.1366507,2.1906434,768.4493836,3.3078706,921.6187961
260189643,TOI-4408.01,1,2.054238,1.2287948,1994.0593535,3.5135858,937.7646859
382200986,TOI-4409.01,1,92.4918048,6.8943594,11487.575281,7.7703331,305.0532485
316916655,TOI-441.01,0,2.87436,1.901,2490.41,7.91346,1865.0
280803800,TOI-4410.01,1,26.0179101,4.5258048,766.5356589,2.5512622,577.1880843
366484980,TOI-4411.01,1,13.7748361,4.454,309.0,2.67656,912.0
