id,name,disposition,period,duration,depth,prad,teq
4263529,K03358.01,1,10.104043510,1.00220,1322.4,4.05,752.0
7866921,K03360.01,0,91.499997800,19.58180,65496.0,21.86,335.0
6619815,K03361.01,1,65.940786900,7.77600,580.4,2.33,454.0
6113752,K07763.01,0,406.457370000,9.55400,284.2,1.96,278.0
3098197,K03362.01,0,30.476398590,17.97280,130570.0,43.01,542.0
11651712,K03363.01,1,14.532605460,2.42120,328.9,1.69,746.0
9896558,K01718.02,1,153.348739000,12.20500,388.0,2.14,377.0
7697103,K03430.01,1,13.924800500,5.01600,195.2,0.90,588.0
9267996,K03431.01,1,19.600140500,8.61300,282.0,2.08,676.0
7045605,K07808.01,0,361.526458000,6.94700,525.1,5.70,410.0
8738775,K03432.01,1,48.050687800,7.99900,274.5,2.36,564.0
7093401,K03433.01,1,34.084293510,1.35210,3746.0,36.05,506.0
7877818,K03816.01,0,9.449426280,6.30640,1211.9,75.22,1192.0
5636642,K03817.01,0,0.933489066,1.41864,14259.0,48.01,1979.0
6515722,K03818.01,0,1.908525084,4.16900,218.9,3.74,3191.0
6679504,K07788.01,0,0.798467681,0.86000,120.7,0.82,1718.0
5560831,K03819.01,0,0.867721348,4.87830,97653.0,67.00,2089.0
5305404,K03820.01,0,161.252567000,23.62600,2911.5,5.04,318.0
3728432,K03893.01,1,3.908634570,1.77040,867.2,1.86,787.0
6696580,K02092.03,1,77.086191000,4.77000,942.8,29.77,464.0
5473535,K03894.01,0,1.673662758,2.31350,316.4,23.42,1729.0
12106934,K03895.01,0,5.937177240,5.35500,25450.0,594.32,1005.0
6222898,K03896.01,0,3.890430620,6.59600,195.4,1.24,1106.0
3955866,K03897.01,0,16.828254200,39.09800,655.3,2.66,668.0
11200767,K03667.01,0,2.489549075,2.43450,2829.7,59.57,1708.0
9892816,K01955.03,1,1.644221032,2.91220,47.8,1.18,1897.0
8589731,K03668.01,0,4.469731089,5.25700,3159.6,84.63,1614.0
4356766,K03669.01,0,1.731803197,5.68030,44612.0,22.87,1526.0
2167890,K03670.01,0,2.648300470,2.63950,12668.0,126.54,3042.0
5384079,K02011.02,1,17.265365900,5.02000,67.9,1.16,888.0
4935914,K03743.01,0,3.486318703,2.79040,60135.0,54.53,1201.0
11303811,K03744.01,0,1.705780649,1.62710,15498.0,25.95,1101.0
2437783,K03745.01,0,7.453066830,4.76170,46552.0,1044.28,932.0
12062660,K03746.01,0,2.929299629,7.10200,83918.0,51.67,1272.0
9777087,K03747.01,0,5.508113520,2.95160,40380.0,34.03,778.0
5956776,K03821.01,0,0.569115097,3.50280,585600.0,156.15,3357.0
8883727,K03822.01,0,2.529073751,1.88270,1572.9,25.80,1137.0
4820550,K03823.01,1,202.116817300,4.68300,2701.2,5.80,286.0
6516874,K03824.01,0,0.916326699,3.14270,96384.0,50.70,1917.0
11709124,K00435.03,1,33.040550900,3.36130,577.4,2.36,561.0
9161118,K03898.01,0,1.306723495,6.60600,12457.0,27.42,1170.0
3556229,K03899.01,0,0.796720200,4.25304,167720.0,56.89,1964.0
11911580,K03900.01,0,359.102042000,16.94900,1102.9,28.76,290.0
9480535,K03901.01,1,160.130899000,13.77500,1183.0,6.67,450.0
10583225,K03902.01,0,2.696345750,3.78500,185.2,1.46,1287.0
5215251,K03903.01,0,2.553924603,9.83500,1680.1,32.67,1352.0
10383696,K03671.01,0,8.487871809,4.19829,118810.0,46.24,798.0
9777090,K03672.01,0,5.508173210,3.68450,226850.0,39.18,768.0
11455484,K03673.01,0,6.142812722,6.07510,96593.0,31.90,994.0
2446623,K03674.01,0,175.065860910,4.51810,45134.0,40.63,312.0
9596089,K03675.01,0,20.839214800,2.33210,177510.0,51.90,584.0
5738506,K03676.01,0,9.501580450,5.07010,443400.0,73.07,860.0
9777087,K03747.02,0,19.226055000,2.94900,3266.0,3.52,513.0
4247807,K03748.01,0,2.050435466,8.01220,7765.3,34.84,1278.0
11547869,K03749.01,1,10.727255360,1.75410,56197.0,12.85,307.0
7700590,K03750.01,0,1.507101452,5.20050,15847.0,39.32,1573.0
9053086,K03751.01,0,1.274841686,3.59030,50253.0,63.68,2025.0
3128552,K02055.02,1,4.025824340,2.80590,265.3,1.79,1169.0
5467113,K03825.01,0,2.845746618,13.07190,557740.0,135.99,1667.0
8240123,K03826.01,0,2.301207050,25.08000,1688.1,28.64,1254.0
5114623,K03827.01,0,337.377514000,12.13600,6110.0,37.23,271.0
5114623,K03827.02,0,389.280750440,12.52000,,,
10031907,K03828.01,0,8.589657250,8.97930,1161.5,27.86,828.0
6525946,K02093.02,1,2.508116000,2.50400,188.1,12.28,3662.0
5480736,K03904.01,0,8.567512640,5.44900,347.9,23.05,972.0
8487748,K03905.01,0,1.061934313,3.19400,607.0,15.14,1104.0
9892856,K03906.01,0,2.406574511,3.43820,738.0,26.22,1481.0
7137213,K03907.01,0,28.643388390,1.22460,624.3,5.82,871.0
6795089,K07792.01,0,96.231257000,2.48800,938.0,29.26,965.0
3340313,K03677.01,0,30.552870100,5.33670,63521.0,63.57,685.0
9892816,K01955.04,1,26.234744700,3.53600,196.5,2.76,754.0
4150804,K03678.01,1,160.884519660,10.87710,7590.4,9.09,346.0
5021174,K03679.01,0,4.045063460,3.22222,360180.0,67.94,1143.0
9025971,K03680.01,1,141.241540500,6.76450,12990.0,11.49,352.0
2581316,K03681.01,1,217.831842930,21.30600,9148.7,11.17,343.0
9973109,K02018.02,1,16.098829400,5.68600,160.2,1.14,705.0
6314185,K03752.01,0,1.433262145,5.63160,1849.5,5.67,1769.0
8620561,K03753.01,0,0.782046543,1.98740,340460.0,43.07,1372.0
8937019,K03754.01,0,5.663604992,1.42830,163380.0,54.55,1021.0
9896435,K03755.01,0,18.076610347,3.13960,65280.0,39.16,533.0
10352938,K03756.01,0,6.471732810,7.19640,6472.7,13.68,1338.0
10676927,K03830.01,0,1.031100362,2.97590,129160.0,27.35,1584.0
5649836,K03831.01,0,0.597933142,3.47133,284380.0,63.46,2161.0
7620660,K03832.01,0,5.366527240,8.36700,3122.5,7.97,982.0
3836399,K03834.01,0,1.540392098,3.72710,1022.0,17.63,1210.0
2581554,K03835.01,1,47.148432400,3.13470,1113.8,2.58,391.0
3128552,K02055.03,1,2.504752820,2.37600,181.1,1.48,1369.0
10363115,K03908.01,1,59.362794600,13.97200,233.6,2.23,566.0
5966810,K03909.01,1,247.891041000,18.36300,956.6,4.74,367.0
10491062,K03910.01,0,2.199076661,6.11000,777.4,21.72,1179.0
9761615,K03911.01,1,1.791109970,2.09170,167.5,1.29,1549.0
4058881,K03912.01,0,7.772411440,5.27200,286.9,1.69,938.0
6863158,K07793.01,1,1.994693540,5.29700,75.1,0.46,758.0
2581316,K03681.02,1,10.514211620,3.87700,85.4,1.25,943.0
8621353,K03682.01,0,11.344347453,5.97380,258240.0,62.52,810.0
10795103,K03683.01,1,214.312043900,16.29380,4523.4,9.17,380.0
9394601,K03684.01,0,0.876826336,3.60970,138370.0,37.24,2042.0
8494410,K03685.01,0,208.869097240,4.57070,21307.0,29.95,316.0
8494410,K03685.02,1,7.259322600,6.13940,247.5,1.57,967.0
6863161,K03757.01,0,1.986637940,4.75850,63156.0,134.50,3234.0
7840035,K03758.01,0,13.542088670,4.94060,28869.0,26.65,727.0
8543279,K03759.01,0,7.549303633,2.36650,10223.0,34.45,794.0
8047283,K03760.01,0,0.775445390,1.87640,6791.4,35.53,1883.0
8308347,K03761.01,1,164.950399000,30.86000,24493.0,11.23,252.0
7090867,K07810.01,0,308.255238000,11.95900,637.1,18.98,576.0
7612691,K03836.01,0,3.467248090,11.01000,1317.3,2.52,841.0
9761573,K03837.01,0,7.441344500,2.87540,2234.0,43.50,1136.0
8042789,K03838.01,0,4.618309224,3.67520,1191.0,25.43,947.0
10095484,K03839.01,0,0.677761275,3.70850,877.9,22.15,1906.0
5467102,K03840.01,0,2.845739012,11.93270,24392.0,44.70,1294.0
6780367,K07789.01,0,175.358905000,5.34000,215.0,2.90,420.0
10281221,K03913.01,1,0.582895412,1.05280,587.5,5.87,2347.0
6525946,K02093.03,1,0.496069986,1.55680,128.8,10.00,6285.0
5471496,K03914.01,0,12.426180050,28.19490,1522.8,3.48,551.0
4544620,K03915.01,0,2.189090653,5.20940,1027.1,23.25,1185.0
5784777,K03916.01,1,5.339056060,1.64150,755.5,1.90,817.0
6863187,K07794.01,0,1.994923320,5.89800,77.7,0.94,1451.0
6949061,K01960.02,1,23.221811500,2.74400,210.4,2.42,746.0
9719636,K03686.01,0,3.351573993,2.87580,54546.0,24.15,1282.0
2452440,K03687.01,0,8.097050622,5.67360,65620.0,24.01,891.0
5020034,K03688.01,0,2.119107262,7.53840,124650.0,77.23,1851.0
7017372,K03689.01,1,5.240883670,3.36560,8531.2,12.74,1320.0
6974867,K07800.01,0,0.887691177,1.64400,37.3,1.53,2709.0
7102316,K02028.03,1,142.545000000,8.75000,905.4,2.52,318.0
11518142,K03762.01,1,240.799047200,16.66600,5022.9,10.31,342.0
3114667,K03763.01,0,0.888584158,2.25012,412710.0,43.70,1211.0
12109845,K03765.01,0,0.865959015,1.90580,291270.0,144.50,1162.0
3954227,K03766.01,0,0.594276199,2.01880,220740.0,266.99,1564.0
8651551,K03841.01,0,1.527491117,7.91360,33546.0,27.85,988.0
7115550,K07811.01,0,0.566814046,4.04900,42.1,0.56,2039.0
9532637,K03842.01,0,0.614963830,1.93053,358050.0,44.79,1460.0
5305451,K03843.01,0,161.253747000,25.32200,2598.4,4.98,295.0
7174349,K03844.01,0,2.974163938,1.74230,90282.0,34.74,1266.0
11824218,K03845.01,0,15.841316930,1.81560,2617.7,670.04,2252.0
3128552,K02055.04,1,6.130742430,2.84000,146.1,1.26,916.0
10788461,K03925.01,1,9.207563400,3.36500,1243.1,5.50,972.0
10788461,K03925.02,1,2.590395800,2.08800,330.9,2.55,1484.0
10788461,K03925.03,1,5.323533500,2.71400,342.4,2.69,1167.0
11667548,K03926.01,0,0.831741499,2.29700,1231.1,41.62,2198.0
8868649,K03927.01,0,4.447371120,19.45000,224.4,2.06,1068.0
9715939,K03690.01,0,12.893018017,3.30029,16033.0,62.52,1004.0
6887030,K07795.01,1,5.440857620,2.11900,137.5,0.97,892.0
4751083,K03691.01,0,4.532416322,3.28640,34953.0,62.25,1328.0
4751083,K03691.02,0,2.266319370,3.16000,,,
5903301,K03692.01,0,1.160153553,2.16452,12302.0,60.47,2183.0
7695087,K03693.01,0,4.032760214,2.71940,10803.0,378.61,2582.0
6200709,K03694.01,0,3.723552982,3.56320,40143.0,18.83,1176.0
8323764,K03767.01,1,6.714247798,3.33040,32213.0,14.78,809.0
7013923,K07801.01,0,2.213960790,3.45200,119.4,0.87,1123.0
5360082,K03768.01,0,11.355012090,14.55700,19675.0,8.00,534.0
6543683,K03769.01,0,1.195515251,5.08340,8054.4,49.33,1959.0
5008245,K03770.01,1,2.607208330,2.64520,3149.7,7.31,1561.0
10555365,K03771.01,0,5.801847530,3.95510,22143.0,14.00,989.0
5481426,K03772.01,0,2.384049830,3.28490,312730.0,66.14,1363.0
7983756,K03846.01,0,5.240782590,5.23800,592.6,24.73,1080.0
7289165,K03847.01,0,5.266414160,2.44040,223.8,2.62,1421.0
12784167,K03848.01,1,1.847892736,1.89040,323.3,1.51,1374.0
8949316,K03849.01,0,0.604358764,1.04230,38731.0,23.28,997.0
8912730,K03850.01,0,11.377528100,12.91800,1651.3,82.26,1177.0
9784230,K03851.01,0,0.798196800,2.22035,257620.0,62.38,1963.0
11466960,K03917.01,0,0.695954898,1.46900,318.1,2.58,2740.0
3124420,K03918.01,0,0.948951607,4.38090,458460.0,115.31,1853.0
4649440,K03919.01,0,19.370707810,2.24660,653.2,108.54,1180.0
2437488,K03920.01,0,14.469939420,7.45500,1235.3,85.84,1713.0
10083623,K03921.01,0,1.278555003,1.42470,1478.0,5.19,1515.0
11253711,K01972.02,1,1.226223959,2.16890,56.1,1.00,2024.0
8043052,K03695.01,0,2.244600029,1.92040,8611.0,27.47,1190.0
5435816,K03696.01,0,181.852177300,5.77250,27559.0,46.38,333.0
8559589,K03697.01,0,223.112747500,8.96830,11539.0,46.33,332.0
4372765,K03698.01,0,15.640641610,6.45240,273310.0,77.18,921.0
9489524,K02029.03,1,6.887311300,2.21400,85.3,0.72,788.0
10268903,K03773.01,0,1.103978000,0.74000,,,
7017437,K07802.01,0,43.849647400,2.21700,452.3,21.42,1286.0
7220320,K03775.01,0,0.752158047,2.42733,37879.0,106.66,2869.0
9291378,K03776.01,0,3.796488133,11.06590,3007.6,40.83,1233.0
4075067,K03777.01,1,17.747605900,5.06600,877.0,146.63,1998.0
4949524,K03852.01,0,1.233076007,12.50600,1392.4,31.39,1513.0
2697935,K03853.01,0,21.513523400,77.98300,1583.8,534.47,1006.0
